"path","asset_type","size_bytes","modified_time","sha256","likely_purpose","associated_experiment","scientific_relevance","current_usability","validation_status","problems_detected"
"research_validation/provenance/NEW_ACQUISITION_ROOT_CERTIFICATION.md","narrative_or_log","365","2026-07-27T04:48:45.0836439Z","6568d1b9ce57602d35245b31478b9d7949360c5a5be3391ed48f6dca09129dd9","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/OFFICIAL_DATASET_IDENTITY_EVIDENCE.md","narrative_or_log","622","2026-07-24T12:19:52.8722216Z","c60fdfe8567f4d072817f79f36790b0412cd2b3f2ad017584c01413e02c344d2","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/OFFICIAL_RELEASE_AUTHENTICATION.md","narrative_or_log","356","2026-07-27T04:59:55.6556369Z","4809a03c5a8186b3db1d864071e3b1ac71de5caa345e6beef9418b1dc35b65de","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/OFFICIAL_RELEASE_MANIFEST.csv","machine_readable_report_or_registry","1928","2026-07-27T04:32:05.2444325Z","7228ab8ea486ad806be7f5ab5c176a43e693403c33642ac7c7ea16837e9f7df2","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/PMPS_01_DATASET_TRACEABILITY_ADJUDICATION.md","narrative_or_log","892","2026-07-24T12:25:55.3396097Z","5891d19b5bd81a4c3c7d1e883723eb49749da6cd550590255f6a3952d853cbe9","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/PMPS_01_REASSESSMENT.md","narrative_or_log","211","2026-07-27T05:00:05.9706876Z","e99b44d48f780075ccb39e59e56364de1ef7beffdbcc4b63644cf530d68abef4","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/PMPS_POLICY_ADVISORY.md","narrative_or_log","500","2026-07-24T12:19:54.5428500Z","105d7f83368cd7766f87dd5f914d842b23f18d2c042dbf8b03cb3315e11a8884","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/PROVENANCE_STATUS_MATRIX.md","narrative_or_log","860","2026-07-27T05:21:15.0912774Z","bec960f7633d20e05d03c8b3a96bbc71ca010502f06da0dabc8df1d339b08655","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/PUBLICATION_DISCLOSURE_GUIDANCE.md","narrative_or_log","829","2026-07-27T05:21:16.7564208Z","86d3825779321e8f04cced8c0e34aa502529af5239373b32f1b30eb3acdc32c0","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/RESEARCH_RISK_ASSESSMENT.md","narrative_or_log","657","2026-07-27T05:21:15.9434303Z","fff2d49f838de02ac4c78f0e39742c427e1c6f2bd6217a383304ce18e0b6a2e1","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/ROOT_CAUSE_CLASSIFICATION.md","narrative_or_log","562","2026-07-27T05:11:45.0531089Z","e17a18894c572fbc3db8a4a46a6281e06e9d764512320ea90781d64a466b18fc","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/SERVER_RESPONSE_ANALYSIS.md","narrative_or_log","1955","2026-07-27T05:10:32.8207701Z","73e6ad2f30ee66e90b47ceb8e6a6db901c4894dc6872ed8e25a4854fa32ff24c","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/SUMMARY_PROGRESS.md","narrative_or_log","407","2026-07-27T05:05:47.8162041Z","f23d2c78e320a4a5e787683265b236fb303bdbebe6e7571c29b4039f1ac1c4bf","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/TRANSFER_FAILURE_ANALYSIS.md","narrative_or_log","431","2026-07-27T05:05:48.6365506Z","949b51c0a88075635caaf6f55eb08fde00a4b940bc4a6e55d49e9cceba00ad01","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/TRANSFER_TIMELINE.csv","machine_readable_report_or_registry","490","2026-07-27T05:11:42.4998617Z","ba3cf31296d4ad8b00c90e791ad11b8f6e0ade96cfa2511ba7592c1e820c92b2","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/UPDATED_STORAGE_CAPACITY_REPORT.md","narrative_or_log","471","2026-07-27T04:48:45.9828086Z","432eefa2a3d4b9d66be6e651dad7764060e5ed2b42d0dc4e3482f642a717d8e3","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/VERIFIED_ACQUISITION_LOCATION.md","narrative_or_log","774","2026-07-27T04:48:48.5660229Z","42ca99218e3a90202275dedf740be3dcb24d7e0828fde9fe8de4ec56668d283a","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/VERIFIED_AUDIO_INTEGRITY.csv","machine_readable_report_or_registry","126","2026-07-27T05:00:00.0178522Z","e96e79bf5f86359727e087dabbbd1655931eeebe4111b57a095c689e9765716d","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/VERIFIED_DATASET_MANIFEST.csv","dataset_manifest","114","2026-07-27T04:59:59.1582654Z","035dacc41b1396510700b5cc7ce2a177ef7f64b0defff382775f01bedd13a93a","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/provenance/VERIFIED_EXTRACTION_LOG.csv","machine_readable_report_or_registry","159","2026-07-27T05:05:46.1283181Z","698681b27d7691e91fb35451e33ff0da012cf05bce9beeaa97bf516fe82fd4a6","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/REENTRY_CONDITIONS.md","narrative_or_log","701","2026-07-27T06:01:09.7490904Z","2323a561dbc5a180980bc6ae51a811a119af4537eb061078de7e69dee9b4ba9b","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/REMEDIATION_PLAN.md","narrative_or_log","1853","2026-07-24T12:05:36.5664518Z","337dd07c646833d27a92327de7ec44058153522cfd5da910b0267a0710472504","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/RESEARCH_ARTIFACT_REGISTRY.csv","machine_readable_report_or_registry","19389","2026-07-27T06:00:45.2832237Z","dc353f21be314add51300212308f8bad4d43ba67d655713810462bd08b28a6a1","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/RESEARCH_DORMANCY_CERTIFICATE.md","narrative_or_log","669","2026-07-27T06:01:10.6120735Z","c85baa4dd408d2fff0c9e129ff01d018337edae1d3a06e72bcf6f1321bebade0","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"research_validation/RESEARCH_FREEZE_MANIFEST.md","narrative_or_log","886","2026-07-27T06:01:08.0588437Z","d8adf64961af9481d679b36a38293d3dc603e4a89d7e0960a852ab0f27f73084","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"ros/__init__.py","source_code","69","2026-07-24T09:27:23.6929886Z","fd49f69c76d2a0f077579f0a77befe378b6fe9ff9835498abc11558635e8a339","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/__pycache__/__init__.cpython-310.pyc","other","196","2026-07-24T09:30:35.4305187Z","12ccae4e9f61e45b23c8e8236d27109d5daf337f551bcd604a2750b11f91ca1f","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/cli/__init__.py","source_code","34","2026-07-24T09:34:56.3097471Z","b67091cb9c82963b720016750c4d4246d4ad7be4515b9335309a2e7f21d09378","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/cli/__pycache__/__init__.cpython-310.pyc","other","162","2026-07-24T09:35:36.4721257Z","4adc7cc214808b95da3e9cbbea6e050d8a187dded47019ede622cf3e557c0d3a","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/cli/__pycache__/main.cpython-310.pyc","other","7479","2026-07-24T09:50:03.4939278Z","b8680de8dced73dee03f25a96e49a5e613dc7f9ff2f2b39773ea602ed11db33e","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/cli/__pycache__/services.cpython-310.pyc","other","9377","2026-07-24T10:16:16.5093708Z","67cbe6d9709bf3acaf4d53d0e79671a1ee122f3a8c1966ce21dc0c97f6791a2f","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/cli/main.py","source_code","9530","2026-07-24T09:49:57.2635854Z","c8c4c68b97f3d64d602738871d8619985f0f14eb05005354ec54d1b0c3f3a738","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/cli/services.py","source_code","8950","2026-07-24T10:15:37.1232838Z","2aac79571c3238f2291c14263d4580144c05a2b32fac3579a186f88155c1ad6c","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/core/__init__.py","source_code","25","2026-07-24T09:27:24.9657403Z","b8734d0358f96e745856ad7488f9ab77b42b21ce16d6b59553576a3a8c2918d9","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/core/__pycache__/__init__.cpython-310.pyc","other","154","2026-07-24T09:30:35.4420682Z","f0c1a31550c598231c1ab921708a02cebcec18ba51b0576f31d22d48f68cb8cc","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/core/evidence_engine/__init__.py","source_code","216","2026-07-24T09:31:56.1419638Z","b3468550f90b2a92d260384ff972d51b8b8dd9f8a0cc6b02f2f380bb5b9c8eb5","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/core/evidence_engine/__pycache__/__init__.cpython-310.pyc","other","367","2026-07-24T09:35:36.6417407Z","55f049f0b3f31aeec08fbdff9fdd858f9194d269b49697fd7f4adae0d87ff611","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/core/evidence_engine/__pycache__/engine.cpython-310.pyc","other","6590","2026-07-24T09:35:57.8234101Z","fc242632e3861e3b39ceb01ddfc734b6c9463a7a0aa96a88b9414ce2600beacd","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/core/evidence_engine/__pycache__/hashing.cpython-310.pyc","other","1232","2026-07-24T09:35:36.6617689Z","23242d4236cd2ba5624e0f853689827c0b8e3a55630f3d3fff4d87f3d86cfbf3","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/core/evidence_engine/__pycache__/store.cpython-310.pyc","other","2399","2026-07-24T09:35:36.6745320Z","321b6bb8a24bf47059e9f8d1444da8522b327888ae3af17b5e68944218ed7640","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/core/evidence_engine/__pycache__/types.cpython-310.pyc","other","4496","2026-07-24T09:35:36.6781996Z","9f83a2fd96a28221197b1e87f75a398fd7cad9757f3f831c2e627c3545011bdf","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/core/evidence_engine/__pycache__/verifiers.cpython-310.pyc","other","2786","2026-07-24T09:35:36.6885226Z","600544f33a4b66f38d93cf4c4b8161426cfe812aa02e4d7bc6278b6db6a55b2f","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/core/evidence_engine/engine.py","source_code","7463","2026-07-24T09:35:53.8772942Z","085c9c97633d7739f263929f99713e55a2bd174540f3a53c08b4652ce5691d23","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/core/evidence_engine/hashing.py","source_code","665","2026-07-24T09:31:57.6447046Z","6f0f3c171f61b526bc8ad11990cecef47762492e360d8e71f0cb4732b5e13f9c","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/core/evidence_engine/store.py","source_code","1596","2026-07-24T09:31:58.3914637Z","8794bee5e4cfd21789d7f5e5273f089fe9867c0af362b0cdb6e6b7c7c9cf2aa0","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/core/evidence_engine/types.py","source_code","3274","2026-07-24T09:31:56.8982953Z","43bcb5fda0c73e69af9c9743d663cf529068913775609b5fe515bfaf2a351f40","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/core/evidence_engine/verifiers.py","source_code","2580","2026-07-24T09:31:59.1360515Z","6b4daec5713994d6e59e204554d1bc172dcc19f9b5be3b9e929b0f9efad82d97","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/core/lifecycle/__init__.py","source_code","68","2026-07-24T09:30:26.3584706Z","4a38703b36ab781ea0fb41f1af2e7c02c9558161ad6c87a62781be06b51dc994","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/core/lifecycle/__pycache__/__init__.cpython-310.pyc","other","196","2026-07-24T09:38:44.4277660Z","ef6f70a7628ce587acd97eee9fff84ece762df576989a12f0f44faee763a789b","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/core/registry/__init__.py","source_code","167","2026-07-24T09:33:19.6435198Z","16327626dd747e3fa997d482411f19f66f0503b8171d77caa5ea19fff5f47015","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/core/registry/__pycache__/__init__.cpython-310.pyc","other","310","2026-07-24T09:35:36.5100230Z","ad0cf60649eb243be4229d560a54800d60fe680bf1e794a77532db323341690f","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/core/registry/__pycache__/sqlite.cpython-310.pyc","other","17787","2026-07-24T09:45:55.4415915Z","9e8f3cc750aceb414ad8b3439cda75b6278a6af5d9d35574622c19c0b01b9327","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/core/registry/__pycache__/types.cpython-310.pyc","other","1576","2026-07-24T09:35:36.6915220Z","907e84d838acb082e07c6aabe6de58cd3e041ebbd2112dc211369b961a02e11f","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/core/registry/sqlite.py","source_code","22377","2026-07-24T09:45:50.3338654Z","01629a053a4caf2da894e14e700c4b699786dfed479f5c9ec2ac5d3f296f032f","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/core/registry/types.py","source_code","938","2026-07-24T09:33:20.3903228Z","e5334ec03c00351509df51c802443894f56a1359b13cc96403a24774036fddef","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/core/workflow_engine/__init__.py","source_code","243","2026-07-24T09:27:26.2007918Z","de10afa1e2ce96c08232a0a93105b0cba6f9b7fd01f3be25eedb02cc0f006dc3","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/core/workflow_engine/__pycache__/__init__.cpython-310.pyc","other","395","2026-07-24T09:30:35.4420682Z","6652fbdc13a82f7f89de443a74876dd987c07d6c0a7029f65197fc3a504eb4c6","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/core/workflow_engine/__pycache__/audit.cpython-310.pyc","other","1819","2026-07-24T09:30:35.4476303Z","3331b4e7f3e7865a378a5b451f069367ab15aa1ffcd40f29c58ee351d7488281","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/core/workflow_engine/__pycache__/engine.cpython-310.pyc","other","8066","2026-07-24T09:30:35.4476303Z","c6a5fbb22397765ee1eeb84518cef12d827d3e7655315dd21fa71e28a41ab111","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/core/workflow_engine/__pycache__/errors.cpython-310.pyc","other","1394","2026-07-24T09:30:35.4654571Z","456f4ec2089489d539d96384d84c5851976502e82de061adc739cf7560f87026","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/core/workflow_engine/__pycache__/evaluator.cpython-310.pyc","other","1511","2026-07-24T09:30:35.4703210Z","d924091a71d93badf229933f633190f48da12b8a2d3a81b3efbeb714c560221a","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/core/workflow_engine/__pycache__/execution.cpython-310.pyc","other","2112","2026-07-24T09:30:35.4743223Z","c719d89b972c35d891e3f8b7a2296014389b673f84d97ee23afe6220bf062787","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/core/workflow_engine/__pycache__/loader.cpython-310.pyc","other","3098","2026-07-24T09:30:35.4857457Z","04644a3b05201c368981762fe0a16cda48175bbafec7340a0427ce1e9a020c0c","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/core/workflow_engine/__pycache__/state_store.cpython-310.pyc","other","3747","2026-07-24T09:30:35.4772778Z","baa8c42d680c8a44ee7655ab36651a6773207efc7a458db24bb79e6c92a65075","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/core/workflow_engine/__pycache__/transitions.cpython-310.pyc","other","755","2026-07-24T09:30:35.4820708Z","45a97ab005e3d06333106d0b3eaa420a175812cb9ed7dda962301e9f6c401726","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/core/workflow_engine/__pycache__/types.cpython-310.pyc","other","7441","2026-07-24T09:30:35.4554171Z","ebe7b1721acc0a1e07efd2e1f02f69bac45ff34902412c63bac4a2ab355ae6ab","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/core/workflow_engine/__pycache__/validator.cpython-310.pyc","other","4010","2026-07-24T09:30:35.5093377Z","4af2e75c2c233ace3fa04ad51b0a1f5e53d2aec5cd2e97c78f84648908f9d2e1","Temporary or cache output","","None","Exclude from publication","STALE",""
"ros/core/workflow_engine/audit.py","source_code","1020","2026-07-24T09:28:26.1731196Z","ef4baf33d8e18c6ce79896b6ccaa9da96b1527c9a6bc2d6fbb255a03cce1b1a5","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/core/workflow_engine/engine.py","source_code","10806","2026-07-24T09:29:38.1277338Z","23a022fae1b5ad7d33129fa89380cb4e9e69cea73cf59fe1bd2775c7315d2a11","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/core/workflow_engine/errors.py","source_code","1079","2026-07-24T09:27:26.9872000Z","3d88dc99730b271869ad6503985c662f8bb36321274af2ec73a677eec3eb195b","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/core/workflow_engine/evaluator.py","source_code","1945","2026-07-24T09:29:36.6405102Z","244d41734c1dabe9ae40c29e89eeb3e7f6b4edcab8e72bb8bf9527257d054ec0","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/core/workflow_engine/execution.py","source_code","2252","2026-07-24T09:29:37.3939963Z","fdfa6b47d61f283a622a9726a6b1e236496ba0e494b5a79e0defff8a6f4adb1f","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/core/workflow_engine/loader.py","source_code","3593","2026-07-24T09:28:24.5974331Z","e45172bb30b7bdd1b711a3981230a9ddeab8edd4460a3d67e1018068972c979e","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/core/workflow_engine/state_store.py","source_code","3172","2026-07-24T09:28:26.9294688Z","3f8ee21bb56410407b65a3d605d70771bc430a44951a30ffb557cd8f5b4bb8ac","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/core/workflow_engine/transitions.py","source_code","962","2026-07-24T09:29:35.8736235Z","c0c7f501dfc2929027384be60d1e4426537e65f9d001c1c95764d33fdbddaa19","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/core/workflow_engine/types.py","source_code","4896","2026-07-24T09:27:27.7473443Z","148a4bf59ab0bfa5b74c2955340ee7d7d32dee025d4875731d25ac800796cfb9","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/core/workflow_engine/validator.py","source_code","4568","2026-07-24T09:28:25.3748938Z","d9e669a54979039d2de81f445d509759284265444a89009c8c2bcf889f6eb437","Executable implementation","","Capability evidence only","Validate before scientific use","UNVERIFIED",""
"ros/specs/workflows/pmps-1.0.0.yaml","configuration_or_environment","3175","2026-07-24T09:55:39.5667754Z","9241ebdd40797595afa6439e985ee1fb5820814aeb02c5c6866f431be5360089","Configuration/environment specification","","Reproducibility support","Freeze afresh for future runs","PROVISIONALLY USABLE",""
"ros/specs/workflows/research-validation-demo.yaml","configuration_or_environment","696","2026-07-24T09:30:27.5855988Z","9f07eb348c5df42a9a591c4a8392f0cdded0975215b15ce677038e9b6d8657ea","Configuration/environment specification","","Reproducibility support","Freeze afresh for future runs","PROVISIONALLY USABLE",""
"ros-foundation/AGENTS.md","narrative_or_log","2294","2026-07-24T09:19:28.4043836Z","62f57b440915c65d982580bc213522875dd1a71c3a81d02ec58fe21bb878198e","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"ros-foundation/ARCHITECTURAL_REVIEW.md","narrative_or_log","3245","2026-07-24T09:27:21.6679529Z","5fe7e2d8999f14d0b37959c45bcba3bf7517f1e2566e903c6830b2c6e49852a0","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"ros-foundation/ARCHITECTURE.md","narrative_or_log","4522","2026-07-24T09:21:43.6813217Z","94fc95bf14ec3fe44efae2f15f9c17af38fed3920b08ebd6881a404e61702b62","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"ros-foundation/AUTOMATION.md","narrative_or_log","2567","2026-07-24T09:19:29.1759432Z","ec2ad8e16c21ca228da4dd4765ec40e8007acd09eedc9cc95e84d002c3926b71","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"ros-foundation/CLI_SPECIFICATION.md","narrative_or_log","2912","2026-07-24T09:19:29.9625443Z","75017f2533de95ef85e7c4a4f13b98a4968ab501c92c806d1cc421c6dcd998c6","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"ros-foundation/DOMAIN_MODEL.md","narrative_or_log","4739","2026-07-24T09:17:05.1523735Z","bf19e8ebaab96f299f69bd5ab55fc90c1a180ddb7535e6aff361fa7f9df963ae","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"ros-foundation/EVENT_MODEL.md","narrative_or_log","3004","2026-07-24T09:20:44.3061223Z","8176a29f896866a9792bdac2f84f9f9b14ff27dd17a6427ada4acbf03626e519","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"ros-foundation/EVIDENCE_ENGINE.md","narrative_or_log","2896","2026-07-24T09:18:21.3458500Z","4996c93ac9c892e28a34bf6eddcb411372d30b29694d170691c0834baf1e3137","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"ros-foundation/IMPLEMENTATION_ROADMAP.md","narrative_or_log","2744","2026-07-24T09:20:47.3907721Z","5f8a16c7a1f3760cb49eb4cdc9081ddbd6fe02ac0de065a36c18f62a1f7b5edc","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"ros-foundation/MODULE_SYSTEM.md","narrative_or_log","2771","2026-07-24T09:19:26.8447547Z","fe0f9c7cb8f581419a95f3b2fe34c3d30d9967d70a67b08affc122bb95447ffd","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"ros-foundation/POLICY_ENGINE.md","narrative_or_log","2804","2026-07-24T09:18:22.0991321Z","797271df94b3dee277ce8b954090932511b808a4670c644c2c70eb8c6be960d1","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"ros-foundation/PROJECT_ADAPTERS.md","narrative_or_log","2823","2026-07-24T09:19:27.6101305Z","4db2ec8e718ee69b0e940ab2f58ea5238702676f621d975364f1afac69db3b87","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"ros-foundation/QUALITY_ATTRIBUTES.md","narrative_or_log","2663","2026-07-24T09:20:46.6234966Z","de4b6615186e34983a007cc0353a1f3ed326846a3af56590317b57236394969b","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"ros-foundation/REGISTRIES.md","narrative_or_log","2521","2026-07-24T09:18:22.8729041Z","0103dfdc3b621762892ab6bcb944c6ecca38a5cd2f19dd0ab90b4155f60e850b","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"ros-foundation/SCHEMAS.md","narrative_or_log","5875","2026-07-24T09:18:19.7461051Z","4c328a0da2af71970e051be6170cbb94a08db8cf68c683989f3babd939f50837","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"ros-foundation/SECURITY.md","narrative_or_log","2687","2026-07-24T09:20:45.8526197Z","b0c3456f4a240b05b969bc4e109c674025d81ce79b754df9f0aa74e999835f9d","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"ros-foundation/STATE_MACHINE.md","narrative_or_log","4461","2026-07-24T09:27:20.9203448Z","791fd7592e6d4978ce0278b28f9766620ec8cdda0723a6a95d186aa7ea161453","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"ros-foundation/VERSIONING.md","narrative_or_log","2275","2026-07-24T09:20:45.0706081Z","3ae643e99293586042735b69146ab4902acdeec286be64f4fc85f1d00b27285d","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"ros-foundation/VISION.md","narrative_or_log","2471","2026-07-24T09:17:03.5814642Z","0a0a0e32161fd16a3e74ec467fd2710af2836d3ebeee7227b4ad691c1bcebd0a","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"ros-foundation/WORKFLOW_ENGINE.md","narrative_or_log","3402","2026-07-24T09:18:20.5513365Z","a2b7ad9a9cd20872ac719cd7ffb9366ebc76566cc624ca35a57ec0ee47bd122d","Narrative governance provenance or log record","","Context/audit trail","Cite underlying machine-readable evidence","NOT SCIENTIFIC EVIDENCE",""
"scripts/__pycache__/audit_evaluation_pipeline.cpython-310.pyc","other","17006","2026-07-24T06:00:57.2057348Z","ff70caa2b6f3a5e6450e38f66097683e8be207a8c576ed5e69cf56dcd8e214e9","Temporary or cache output","","None","Exclude from publication","STALE",""
